"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MtCM",348.029459264993,-0.288643678285105,0.354678476337498,-0.813817859109228,0.415749302493892,0.519106898014286
"35kd_ag",1747.54189377885,-2.82322588040671,0.284208590290606,-9.93364020953742,2.97203110684425e-23,1.09152486197459e-21
"MTS2823",12.4888531120996,-9.40714471331639,2.04496486606226,-4.60014979691587,4.22187231478741e-06,2.46240964662725e-05
"P55",2298.23197865125,-1.50979539935301,0.298099410542603,-5.06473795639135,4.08962507836136e-07,2.85242247676213e-06
"PE1",765.05670479818,-0.17216605578416,0.31930556223245,-0.53918902815362,0.589756430230814,0.683036456889642
"PE12",800.108134637893,-1.26429504561514,0.2922216049184,-4.32649408645943,1.51501385260434e-05,7.92222482880198e-05
"PE13",1370.2496710714,-2.76167379892201,0.476392716493165,-5.79705294247846,6.74903903184592e-09,6.13679545236125e-08
"PE14",124.900504958896,1.62597002144205,0.523525421887775,3.10580910393803,0.00189759175921536,0.00603149348213077
"PE15",57.3815020867086,2.20534276428039,0.896809831877395,2.45909744283656,0.0139286806824657,0.0333904782704085
"PE16",861.331311671891,-0.01541690336821,0.311614440038712,-0.049474290621111,0.960541325215112,0.971703199878684
"PE17",719.060251313991,-1.27509050684105,0.325197120746266,-3.9209772334852,8.81905955298992e-05,0.000396351806487625
"PE18",95.2974840795261,0.0496323945834829,0.528059930953817,0.0939900789174319,0.925117037724463,0.946458148932035
"PE19",4684.52839010806,-3.84586980266413,0.264738894410529,-14.527029778633,8.16863063031604e-48,1.09716378837473e-45
"PE2",445.840071805852,0.218060455479695,0.344516167068674,0.632946945088437,0.526768289889683,0.625179937079374
"PE20",534.759236957029,-0.183288470149466,0.315792910508596,-0.580407172074488,0.561640069710199,0.656783574056628
"PE22",187.332233887376,-1.46581451356188,0.578489157283654,-2.53386687564679,0.0112811580116022,0.0279856062335314
"PE23",561.407147075608,0.26753011403478,0.360442713558877,0.742226445343528,0.45795014841692,0.558449714061722
"PE24",288.984390351663,1.50494257851097,0.401965248520646,3.74396190727834,0.000181141127592206,0.000766466643394203
