"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MtCM",132.224881542493,0.324499896326855,0.410600862987027,0.790304954466468,0.429349694067603,0.571734204717473
"35kd_ag",2421.12498731054,0.916865885010501,0.299279324009719,3.0635791097307,0.00218706370968399,0.00929998234444571
"F6",14.1775377773436,0.67613478700679,0.995561114919051,0.679149453383147,0.497043170667567,0.632919646127233
"MTS2823",14.531322064645,3.07624599560521,0.945790946800093,3.25256443404657,0.00114368662298591,0.00552506754155875
"P55",2349.76481890389,0.69953302343907,0.270149194783514,2.58943219875094,0.00961343520675409,0.030155461931444
"PE1",359.761655314457,0.672866186073857,0.365996688311239,1.83844883727926,0.0659962943476507,0.137509397649218
"PE12",1144.32429562604,0.568577931971729,0.29990039584524,1.89588923472157,0.0579746927487097,0.124504770953462
"PE13",1638.44160494471,0.987829188282294,0.289357716305589,3.41386848394619,0.000640474843639407,0.00349390584085479
"PE14",26.7795334324072,-0.70053605183238,0.656378548483651,-1.06727444620294,0.285847923774609,0.421486271493964
"PE15",147.214184582215,0.501243686613297,0.456816441982601,1.09725404023962,0.272530355766817,0.406842066620995
"PE16",202.747613739638,-1.36448359746034,0.354479138839334,-3.84926346280361,0.000118473526283746,0.000876088551038071
"PE17",711.845741148547,0.64494476891389,0.290209263343391,2.2223438407297,0.0262600774900073,0.0663010361628093
"PE18",5.17893158094181,-5.33565365361362,1.92966823676663,-2.7650626941728,0.00569118564904524,0.0198725007089612
"PE19",2721.30098048753,0.198357481037921,0.280735461562863,0.706563680746488,0.479837665856993,0.617894834351709
"PE2",134.802908337276,0.275217644188872,0.414883452186787,0.663361343380271,0.507099157495907,0.64033054487357
"PE20",128.482090579127,-0.621271327705461,0.411729537465531,-1.50893067213443,0.131316500541083,0.236261104076182
"PE22",192.749900755781,1.02735023956001,0.408091588785936,2.51745016998845,0.0118207688957133,0.0353491531878192
"PE23",638.672778021771,1.17687060075235,0.306581055869748,3.8386931554321,0.000123690890413326,0.000902827901054278
