"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MtCM",1543.07470534709,0.128202864134889,0.187509750927763,0.683713052257629,0.49415637983814,0.999014534198006
"35kd_ag",2317.32489621953,-0.253567698358296,0.153179924555486,-1.65535855363636,0.0978517879969676,0.987946853117136
"C8",0.814260216143209,2.97489590747297,4.84434417076374,0.614096728598859,0.539151409905307,0.999014534198006
"F6",3.2370331269957,-0.626937709730339,3.28290521442464,-0.190970396274513,0.84854878663668,0.999014534198006
"MTS2823",2.70020626553971,-0.964990594764299,3.88869731440455,-0.248152663152715,0.804016290282852,0.999014534198006
"P55",7070.25131851976,-0.0574548436372105,0.1017045709266,-0.564918991484418,0.572128865480051,0.999014534198006
"PE1",3155.81607232039,0.105740508218364,0.14532014567948,0.727638330693575,0.466835010101383,0.999014534198006
"PE12",2639.64065386476,-0.25944608156807,0.159226237422492,-1.62941790101875,0.103224581779499,0.999014534198006
"PE13",6363.94166296636,-0.480463696104794,0.924921346018228,-0.519464382753391,0.603436944269535,0.999014534198006
"PE14",1359.17391578798,-0.082284943445908,0.198255329820994,-0.415045303045339,0.678108739254572,0.999014534198006
"PE15",724.132995007362,0.550587966907114,0.41433401011355,1.32885052510225,0.183897289199861,0.999014534198006
"PE16",3918.58976076364,0.0735408221451681,0.127564207028755,0.576500445211805,0.564276969021884,0.999014534198006
"PE17",2032.71882945023,0.0898213850143471,0.178351311391283,0.503620547074583,0.614528050944205,0.999014534198006
"PE18",233.357600992095,-11.4810029264785,1.5167180127459,-7.5696357727651,3.74272106293221e-14,3.9215399581612e-12
"PE19",5312.42115191622,-0.388392441063412,0.636987306427713,-0.609733407784143,0.542038420435066,0.999014534198006
"PE2",2650.92443263976,0.00022197463151596,0.145348056842088,0.00152719366422024,0.998781476227627,0.999205317295409
"PE20",2078.88054597398,0.306068599812435,0.187871579917262,1.62913730723523,0.103283955036748,0.999014534198006
"PE22",646.114833974215,-0.00225871619273352,0.262312308416862,-0.00861078996393877,0.993129668532489,0.999014534198006
"PE23",2909.39197225933,0.223814330526267,0.141694075120786,1.57956026273843,0.114207605518797,0.999014534198006
"PE24",2455.6527524089,0.0296685344193948,0.144068171332405,0.205933997391702,0.836842468496702,0.999014534198006
"PE25",696.674513429429,0.299512233992821,0.25985361604785,1.15261907280008,0.249066771237946,0.999014534198006
"PE26",2440.16191451145,0.0134857734725899,0.154532728890806,0.0872680730443777,0.930458431194627,0.999014534198006
"PE27",1738.41071587977,0.117780624739276,0.196796772542125,0.598488599268387,0.549513963789097,0.999014534198006
"PE29",1946.01175910095,0.0237762734719346,0.198648285602665,0.119690302887848,0.904728482309189,0.999014534198006
"PE3",4158.38481405217,0.0324210387556896,0.122661806877441,0.264312417866821,0.791539192355557,0.999014534198006
"PE31",1208.15847271595,-0.0895177014474723,0.193206529196558,-0.46332648187268,0.643130366668097,0.999014534198006
"PE32",1136.75703331907,-0.0043787747965853,0.208082058606046,-0.0210434999822617,0.983210955380379,0.999014534198006
"PE33",539.919093128904,0.171088854610387,0.290693612402395,0.588553883920767,0.556160577280905,0.999014534198006
"PE34",1825.4934863003,0.221565733477819,0.166634800333991,1.32964862701985,0.18363406852308,0.999014534198006
"PE35",1070.98128725909,0.198114671241337,0.248647151211263,0.796770324036446,0.425584433053632,0.999014534198006
